reg,date_end_week,type,flask,dose
01,2021-01-31,Pfizer,1950,10530
01,2021-02-07,Pfizer,2340,12870
01,2021-02-14,Pfizer,2925,16380
01,2021-02-21,Pfizer,3510,19890
01,2021-02-28,Pfizer,4095,23400
01,2021-03-07,Pfizer,4680,26910
01,2021-03-14,Pfizer,5265,30420
01,2021-03-21,Pfizer,5850,33930
01,2021-03-28,Pfizer,7020,40950
01,2021-04-04,Pfizer,7605,44460
01,2021-04-11,Pfizer,8970,52650
01,2021-04-18,Pfizer,10335,60840
01,2021-04-25,Pfizer,11700,69030
01,2021-05-02,Pfizer,13455,79560
01,2021-05-09,Pfizer,15795,93600
01,2021-05-16,Pfizer,18135,107640
01,2021-05-23,Pfizer,20475,121680
01,2021-05-30,Pfizer,22815,135720
01,2021-06-06,Pfizer,26325,156780
01,2021-06-13,Pfizer,30030,179010
01,2021-06-20,Pfizer,33540,200070
01,2021-06-27,Pfizer,37635,224640
01,2021-07-04,Pfizer,37635,224640
01,2021-07-11,Pfizer,38220,228150
01,2021-07-18,Pfizer,38220,228150
01,2021-07-25,Pfizer,38220,228150
01,2021-08-01,Pfizer,38220,228150
01,2021-08-08,Pfizer,38220,228150
01,2021-08-15,Pfizer,40365,241020
01,2021-08-22,Pfizer,42510,253890
01,2021-08-29,Pfizer,44655,266760
01,2021-09-05,Pfizer,46800,279630
01,2021-09-12,Pfizer,48945,292500
44,2020-12-27,Pfizer,0,0
44,2021-01-03,Pfizer,2340,11700
44,2021-01-10,Pfizer,10349,51745
44,2021-01-17,Pfizer,18136,90680
44,2021-01-24,Pfizer,23510,120865
44,2021-01-31,Pfizer,32290,171200
44,2021-02-07,Pfizer,41915,225760
44,2021-02-14,Pfizer,51018,277710
44,2021-02-21,Pfizer,64229,354295
44,2021-02-28,Pfizer,76608,427305
44,2021-03-07,Pfizer,88032,494955
44,2021-03-14,Pfizer,97997,553945
44,2021-03-21,Pfizer,111095,632500
44,2021-03-28,Pfizer,126890,727270
44,2021-04-04,Pfizer,143496,825900
44,2021-04-11,Pfizer,168324,973830
44,2021-04-18,Pfizer,193727,1125025
44,2021-04-25,Pfizer,218462,1272490
44,2021-05-02,Pfizer,252556,1476110
44,2021-05-09,Pfizer,288584,1691155
44,2021-05-16,Pfizer,323489,1900585
44,2021-05-23,Pfizer,355469,2092465
44,2021-05-30,Pfizer,387449,2284345
44,2021-06-06,Pfizer,435809,2574505
44,2021-06-13,Pfizer,488264,2889235
44,2021-06-20,Pfizer,535844,3174715
44,2021-06-27,Pfizer,589859,3498805
44,2021-07-04,Pfizer,644654,3827575
44,2021-07-11,Pfizer,676439,4018285
44,2021-07-18,Pfizer,708224,4208995
44,2021-07-25,Pfizer,745859,4434805
44,2021-08-01,Pfizer,777644,4625515
44,2021-08-08,Pfizer,809624,4817395
44,2021-08-15,Pfizer,841604,5009275
44,2021-08-22,Pfizer,876899,5221045
44,2021-08-29,Pfizer,928379,5529925
44,2021-09-05,Pfizer,960359,5721805
44,2021-09-12,Pfizer,992339,5913685
03,2020-12-27,Pfizer,0,0
03,2021-01-03,Pfizer,0,0
03,2021-01-10,Pfizer,0,0
03,2021-01-17,Pfizer,195,975
03,2021-01-24,Pfizer,390,2145
03,2021-01-31,Pfizer,585,3315
03,2021-02-07,Pfizer,975,5655
03,2021-02-14,Pfizer,1170,6825
03,2021-02-21,Pfizer,1365,7995
03,2021-02-28,Pfizer,1560,9165
03,2021-03-07,Pfizer,1755,10335
03,2021-03-14,Pfizer,1950,11505
03,2021-03-21,Pfizer,2340,13845
03,2021-03-28,Pfizer,3705,22035
03,2021-04-04,Pfizer,4095,24375
03,2021-04-11,Pfizer,5265,31395
03,2021-04-18,Pfizer,6045,36075
03,2021-04-25,Pfizer,6825,40755
03,2021-05-02,Pfizer,7800,46605
03,2021-05-09,Pfizer,11895,71175
03,2021-05-16,Pfizer,14040,84045
03,2021-05-23,Pfizer,16185,96915
03,2021-05-30,Pfizer,16185,96915
03,2021-06-06,Pfizer,18330,109785
03,2021-06-13,Pfizer,18330,109785
03,2021-06-20,Pfizer,18330,109785
03,2021-06-27,Pfizer,18330,109785
03,2021-07-04,Pfizer,18330,109785
03,2021-07-11,Pfizer,18330,109785
03,2021-07-18,Pfizer,19890,119145
03,2021-07-25,Pfizer,21450,128505
03,2021-08-01,Pfizer,23010,137865
03,2021-08-08,Pfizer,23010,137865
03,2021-08-15,Pfizer,24570,147225
03,2021-08-22,Pfizer,26130,156585
03,2021-08-29,Pfizer,26130,156585
03,2021-09-05,Pfizer,26130,156585
03,2021-09-12,Pfizer,26130,156585
32,2020-12-27,Pfizer,1950,9750
32,2021-01-03,Pfizer,1950,9750
32,2021-01-10,Pfizer,9810,49050
32,2021-01-17,Pfizer,16440,82200
32,2021-01-24,Pfizer,22978,119765
32,2021-01-31,Pfizer,30305,161665
32,2021-02-07,Pfizer,38589,209910
32,2021-02-14,Pfizer,45890,251680
32,2021-02-21,Pfizer,53879,297085
32,2021-02-28,Pfizer,63370,352340
32,2021-03-07,Pfizer,76894,432830
32,2021-03-14,Pfizer,89184,505590
32,2021-03-21,Pfizer,101488,578810
32,2021-03-28,Pfizer,120598,693470
32,2021-04-04,Pfizer,142828,826850
32,2021-04-11,Pfizer,165567,961020
32,2021-04-18,Pfizer,188016,1094715
32,2021-04-25,Pfizer,207516,1211715
32,2021-05-02,Pfizer,243113,1423240
32,2021-05-09,Pfizer,285224,1674940
32,2021-05-16,Pfizer,329489,1940530
32,2021-05-23,Pfizer,366734,2164000
32,2021-05-30,Pfizer,404759,2392150
32,2021-06-06,Pfizer,460724,2727940
32,2021-06-13,Pfizer,518054,3071920
32,2021-06-20,Pfizer,573239,3403030
32,2021-06-27,Pfizer,635639,3777430
32,2021-07-04,Pfizer,698039,4151830
32,2021-07-11,Pfizer,732359,4357750
32,2021-07-18,Pfizer,766679,4563670
32,2021-07-25,Pfizer,800999,4769590
32,2021-08-01,Pfizer,835319,4975510
32,2021-08-08,Pfizer,869834,5182600
32,2021-08-15,Pfizer,904349,5389690
32,2021-08-22,Pfizer,956219,5700910
32,2021-08-29,Pfizer,990734,5908000
32,2021-09-05,Pfizer,1025249,6115090
32,2021-09-12,Pfizer,1059764,6322180
11,2020-12-27,Pfizer,3900,19500
11,2021-01-03,Pfizer,7605,38025
11,2021-01-10,Pfizer,14394,71970
11,2021-01-17,Pfizer,25119,125595
11,2021-01-24,Pfizer,40872,216060
11,2021-01-31,Pfizer,57017,308485
11,2021-02-07,Pfizer,67747,372860
11,2021-02-14,Pfizer,84689,469270
11,2021-02-21,Pfizer,103944,579391
11,2021-02-28,Pfizer,119632,673431
11,2021-03-07,Pfizer,144676,821856
11,2021-03-14,Pfizer,166089,948616
11,2021-03-21,Pfizer,186532,1071111
11,2021-03-28,Pfizer,218122,1260651
11,2021-04-04,Pfizer,259791,1508191
11,2021-04-11,Pfizer,304926,1776571
11,2021-04-18,Pfizer,344706,2015251
11,2021-04-25,Pfizer,392604,2300371
11,2021-05-02,Pfizer,456617,2682251
11,2021-05-09,Pfizer,539102,3177161
11,2021-05-16,Pfizer,621587,3672071
11,2021-05-23,Pfizer,700172,4143581
11,2021-05-30,Pfizer,785387,4654871
11,2021-06-06,Pfizer,905702,5376761
11,2021-06-13,Pfizer,1022897,6079931
11,2021-06-20,Pfizer,1139702,6780761
11,2021-06-27,Pfizer,1272302,7576361
11,2021-07-04,Pfizer,1404902,8371961
11,2021-07-11,Pfizer,1475687,8796671
11,2021-07-18,Pfizer,1549982,9242441
11,2021-07-25,Pfizer,1620767,9667151
11,2021-08-01,Pfizer,1759412,10499021
11,2021-08-08,Pfizer,1834487,10949471
11,2021-08-15,Pfizer,1913657,11424491
11,2021-08-22,Pfizer,1998677,11934611
11,2021-08-29,Pfizer,2088962,12476321
11,2021-09-05,Pfizer,2160342,12904601
11,2021-09-12,Pfizer,2231712,13332821
02,2020-12-27,Pfizer,0,0
02,2021-01-03,Pfizer,0,0
02,2021-01-10,Pfizer,780,3900
02,2021-01-17,Pfizer,780,3900
02,2021-01-24,Pfizer,1170,6240
02,2021-01-31,Pfizer,1560,8580
02,2021-02-07,Pfizer,1950,10920
02,2021-02-14,Pfizer,2340,13260
02,2021-02-21,Pfizer,2730,15600
02,2021-02-28,Pfizer,3315,19110
02,2021-03-07,Pfizer,3900,22620
02,2021-03-14,Pfizer,4485,26130
02,2021-03-21,Pfizer,5070,29640
02,2021-03-28,Pfizer,6240,36660
02,2021-04-04,Pfizer,6825,40170
02,2021-04-11,Pfizer,8190,48360
02,2021-04-18,Pfizer,9555,56550
02,2021-04-25,Pfizer,10920,64740
02,2021-05-02,Pfizer,12675,75270
02,2021-05-09,Pfizer,16770,99840
02,2021-05-16,Pfizer,18915,112710
02,2021-05-23,Pfizer,21060,125580
02,2021-05-30,Pfizer,23205,138450
02,2021-06-06,Pfizer,25350,151320
02,2021-06-13,Pfizer,28665,171210
02,2021-06-20,Pfizer,29640,177060
02,2021-06-27,Pfizer,31785,189930
02,2021-07-04,Pfizer,33930,202800
02,2021-07-11,Pfizer,33930,202800
02,2021-07-18,Pfizer,33930,202800
02,2021-07-25,Pfizer,33930,202800
02,2021-08-01,Pfizer,33930,202800
02,2021-08-08,Pfizer,33930,202800
02,2021-08-15,Pfizer,33930,202800
02,2021-08-22,Pfizer,33930,202800
02,2021-08-29,Pfizer,36075,215670
02,2021-09-05,Pfizer,38220,228540
02,2021-09-12,Pfizer,44070,263640
06,2020-12-27,Pfizer,0,0
06,2021-01-03,Pfizer,0,0
06,2021-01-10,Pfizer,0,0
06,2021-01-17,Pfizer,0,0
06,2021-01-24,Pfizer,0,0
06,2021-01-31,Pfizer,390,2340
06,2021-02-07,Pfizer,780,4680
06,2021-02-14,Pfizer,1170,7020
06,2021-02-21,Pfizer,2145,12870
06,2021-02-28,Pfizer,2730,16380
06,2021-03-07,Pfizer,3510,21060
06,2021-03-14,Pfizer,4290,25740
06,2021-03-21,Pfizer,5070,30420
06,2021-03-28,Pfizer,6435,38610
06,2021-04-04,Pfizer,7215,43290
06,2021-04-11,Pfizer,8775,52650
06,2021-04-18,Pfizer,10335,62010
06,2021-04-25,Pfizer,11895,71370
06,2021-05-02,Pfizer,14040,84240
06,2021-05-09,Pfizer,16380,98280
06,2021-05-16,Pfizer,18720,112320
06,2021-05-23,Pfizer,21060,126360
06,2021-05-30,Pfizer,21060,126360
06,2021-06-06,Pfizer,21060,126360
06,2021-06-13,Pfizer,21060,126360
06,2021-06-20,Pfizer,21060,126360
06,2021-06-27,Pfizer,21060,126360
06,2021-07-04,Pfizer,21060,126360
06,2021-07-11,Pfizer,21060,126360
06,2021-07-18,Pfizer,21060,126360
06,2021-07-25,Pfizer,21060,126360
06,2021-08-01,Pfizer,21060,126360
06,2021-08-08,Pfizer,21060,126360
06,2021-08-15,Pfizer,21060,126360
06,2021-08-22,Pfizer,25350,152100
06,2021-08-29,Pfizer,28275,169650
06,2021-09-05,Pfizer,31200,187200
06,2021-09-12,Pfizer,34125,204750
75,2020-12-27,Pfizer,0,0
75,2021-01-03,Pfizer,1170,5850
75,2021-01-10,Pfizer,10949,54745
75,2021-01-17,Pfizer,28304,141520
75,2021-01-24,Pfizer,35466,181035
75,2021-01-31,Pfizer,45750,240060
75,2021-02-07,Pfizer,54884,292555
75,2021-02-14,Pfizer,66887,360175
75,2021-02-21,Pfizer,80181,436980
75,2021-02-28,Pfizer,93945,516915
75,2021-03-07,Pfizer,106320,589905
75,2021-03-14,Pfizer,118346,661345
75,2021-03-21,Pfizer,131740,740795
75,2021-03-28,Pfizer,148120,839075
75,2021-04-04,Pfizer,166659,949320
75,2021-04-11,Pfizer,195893,1123960
75,2021-04-18,Pfizer,225365,1299790
75,2021-04-25,Pfizer,254749,1475180
75,2021-05-02,Pfizer,294465,1712760
75,2021-05-09,Pfizer,328953,1918740
75,2021-05-16,Pfizer,362493,2119980
75,2021-05-23,Pfizer,396033,2321220
75,2021-05-30,Pfizer,431328,2532990
75,2021-06-06,Pfizer,482808,2841870
75,2021-06-13,Pfizer,540138,3185850
75,2021-06-20,Pfizer,589668,3483030
75,2021-06-27,Pfizer,647193,3828180
75,2021-07-04,Pfizer,703548,4166310
75,2021-07-11,Pfizer,738063,4373400
75,2021-07-18,Pfizer,774138,4589850
75,2021-07-25,Pfizer,814308,4830870
75,2021-08-01,Pfizer,874563,5192400
75,2021-08-08,Pfizer,916098,5441610
75,2021-08-15,Pfizer,956463,5683800
75,2021-08-22,Pfizer,1007163,5988000
75,2021-08-29,Pfizer,1042068,6197430
75,2021-09-05,Pfizer,1076973,6406860
75,2021-09-12,Pfizer,1111878,6616290
28,2020-12-27,Pfizer,0,0
28,2021-01-03,Pfizer,585,2925
28,2021-01-10,Pfizer,5680,28400
28,2021-01-17,Pfizer,16074,80370
28,2021-01-24,Pfizer,19690,100790
28,2021-01-31,Pfizer,23771,125095
28,2021-02-07,Pfizer,32049,170385
28,2021-02-14,Pfizer,37555,201815
28,2021-02-21,Pfizer,42478,231305
28,2021-02-28,Pfizer,48913,268745
28,2021-03-07,Pfizer,55739,309310
28,2021-03-14,Pfizer,61394,343240
28,2021-03-21,Pfizer,67441,379520
28,2021-03-28,Pfizer,77191,438020
28,2021-04-04,Pfizer,90010,513230
28,2021-04-11,Pfizer,104500,600110
28,2021-04-18,Pfizer,119263,688355
28,2021-04-25,Pfizer,137213,794485
28,2021-05-02,Pfizer,157757,917680
28,2021-05-09,Pfizer,176766,1031445
28,2021-05-16,Pfizer,195876,1146105
28,2021-05-23,Pfizer,214791,1259595
28,2021-05-30,Pfizer,237216,1394145
28,2021-06-06,Pfizer,265686,1564965
28,2021-06-13,Pfizer,297081,1753335
28,2021-06-20,Pfizer,324966,1920645
28,2021-06-27,Pfizer,356556,2110185
28,2021-07-04,Pfizer,388146,2299725
28,2021-07-11,Pfizer,407061,2413215
28,2021-07-18,Pfizer,425976,2526705
28,2021-07-25,Pfizer,446841,2651895
28,2021-08-01,Pfizer,485256,2882385
28,2021-08-08,Pfizer,506901,3012255
28,2021-08-15,Pfizer,530106,3151485
28,2021-08-22,Pfizer,558771,3323475
28,2021-08-29,Pfizer,579831,3449835
28,2021-09-05,Pfizer,598941,3564495
28,2021-09-12,Pfizer,618051,3679155
76,2020-12-27,Pfizer,0,0
76,2021-01-03,Pfizer,1950,9750
76,2021-01-10,Pfizer,16012,80060
76,2021-01-17,Pfizer,25957,129785
76,2021-01-24,Pfizer,32335,165575
76,2021-01-31,Pfizer,41703,220605
76,2021-02-07,Pfizer,51250,275750
76,2021-02-14,Pfizer,62788,341630
76,2021-02-21,Pfizer,75150,414360
76,2021-02-28,Pfizer,89537,497995
76,2021-03-07,Pfizer,102003,571635
76,2021-03-14,Pfizer,114141,644025
76,2021-03-21,Pfizer,127777,725075
76,2021-03-28,Pfizer,144547,825695
76,2021-04-04,Pfizer,163024,935240
76,2021-04-11,Pfizer,194007,1120380
76,2021-04-18,Pfizer,226190,1311715
76,2021-04-25,Pfizer,257686,1499420
76,2021-05-02,Pfizer,299936,1752205
76,2021-05-09,Pfizer,333757,1953485
76,2021-05-16,Pfizer,365932,2146535
76,2021-05-23,Pfizer,398107,2339585
76,2021-05-30,Pfizer,430672,2534975
76,2021-06-06,Pfizer,479227,2826305
76,2021-06-13,Pfizer,536557,3170285
76,2021-06-20,Pfizer,583942,3454595
76,2021-06-27,Pfizer,641467,3799745
76,2021-07-04,Pfizer,701137,4157765
76,2021-07-11,Pfizer,735652,4364855
76,2021-07-18,Pfizer,771337,4578965
76,2021-07-25,Pfizer,802732,4767335
76,2021-08-01,Pfizer,845242,5022395
76,2021-08-08,Pfizer,883657,5252885
76,2021-08-15,Pfizer,924412,5497415
76,2021-08-22,Pfizer,975307,5802785
76,2021-08-29,Pfizer,1017817,6057845
76,2021-09-05,Pfizer,1053112,6269615
76,2021-09-12,Pfizer,1085287,6462665
93,2020-12-27,Pfizer,0,0
93,2021-01-03,Pfizer,975,4875
93,2021-01-10,Pfizer,7995,39975
93,2021-01-17,Pfizer,12090,60450
93,2021-01-24,Pfizer,20017,105935
93,2021-01-31,Pfizer,29206,159095
93,2021-02-07,Pfizer,36226,201215
93,2021-02-14,Pfizer,46523,260305
93,2021-02-21,Pfizer,58198,328040
93,2021-02-28,Pfizer,68533,390050
93,2021-03-07,Pfizer,81426,466410
93,2021-03-14,Pfizer,95720,551530
93,2021-03-21,Pfizer,108401,627610
93,2021-03-28,Pfizer,124976,727060
93,2021-04-04,Pfizer,145563,849495
93,2021-04-11,Pfizer,173228,1014730
93,2021-04-18,Pfizer,201113,1182040
93,2021-04-25,Pfizer,229062,1348695
93,2021-05-02,Pfizer,267006,1575660
93,2021-05-09,Pfizer,294306,1739460
93,2021-05-16,Pfizer,321606,1903260
93,2021-05-23,Pfizer,348516,2064720
93,2021-05-30,Pfizer,377376,2237880
93,2021-06-06,Pfizer,415596,2467200
93,2021-06-13,Pfizer,463956,2757360
93,2021-06-20,Pfizer,501006,2979660
93,2021-06-27,Pfizer,542736,3230040
93,2021-07-04,Pfizer,584466,3480420
93,2021-07-11,Pfizer,613716,3655920
93,2021-07-18,Pfizer,642966,3831420
93,2021-07-25,Pfizer,672216,4006920
93,2021-08-01,Pfizer,701466,4182420
93,2021-08-08,Pfizer,731301,4361430
93,2021-08-15,Pfizer,761526,4542780
93,2021-08-22,Pfizer,804816,4802520
93,2021-08-29,Pfizer,834651,4981530
93,2021-09-05,Pfizer,864486,5160540
93,2021-09-12,Pfizer,894321,5339550
52,2020-12-27,Pfizer,0,0
52,2021-01-03,Pfizer,1560,7800
52,2021-01-10,Pfizer,4336,21680
52,2021-01-17,Pfizer,9211,46055
52,2021-01-24,Pfizer,15404,80140
52,2021-01-31,Pfizer,22743,120930
52,2021-02-07,Pfizer,26838,145500
52,2021-02-14,Pfizer,34812,189465
52,2021-02-21,Pfizer,44048,240910
52,2021-02-28,Pfizer,50093,277180
52,2021-03-07,Pfizer,57100,318065
52,2021-03-14,Pfizer,65577,367860
52,2021-03-21,Pfizer,73097,412870
52,2021-03-28,Pfizer,83237,473710
52,2021-04-04,Pfizer,94625,540985
52,2021-04-11,Pfizer,112523,647050
52,2021-04-18,Pfizer,129293,747670
52,2021-04-25,Pfizer,147060,853275
52,2021-05-02,Pfizer,171145,996515
52,2021-05-09,Pfizer,194155,1134575
52,2021-05-16,Pfizer,217165,1272635
52,2021-05-23,Pfizer,240175,1410695
52,2021-05-30,Pfizer,264160,1554605
52,2021-06-06,Pfizer,298675,1761695
52,2021-06-13,Pfizer,335140,1980485
52,2021-06-20,Pfizer,369070,2184065
52,2021-06-27,Pfizer,407290,2413385
52,2021-07-04,Pfizer,445705,2643875
52,2021-07-11,Pfizer,472810,2806505
52,2021-07-18,Pfizer,500500,2972645
52,2021-07-25,Pfizer,530335,3151655
52,2021-08-01,Pfizer,562900,3347045
52,2021-08-08,Pfizer,589615,3507335
52,2021-08-15,Pfizer,611845,3640715
52,2021-08-22,Pfizer,639925,3809195
52,2021-08-29,Pfizer,673855,4012775
52,2021-09-05,Pfizer,696085,4146155
52,2021-09-12,Pfizer,718315,4279535
04,2020-12-27,Pfizer,0,0
04,2021-01-03,Pfizer,0,0
04,2021-01-10,Pfizer,0,0
04,2021-01-17,Pfizer,975,4875
04,2021-01-24,Pfizer,1755,9555
04,2021-01-31,Pfizer,2340,13065
04,2021-02-07,Pfizer,2925,16575
04,2021-02-14,Pfizer,3705,21255
04,2021-02-21,Pfizer,5070,29445
04,2021-02-28,Pfizer,5850,34125
04,2021-03-07,Pfizer,6825,39975
04,2021-03-14,Pfizer,7800,45825
04,2021-03-21,Pfizer,8970,52845
04,2021-03-28,Pfizer,10725,63375
04,2021-04-04,Pfizer,11895,70395
04,2021-04-11,Pfizer,15210,90285
04,2021-04-18,Pfizer,17550,104325
04,2021-04-25,Pfizer,20475,121875
04,2021-05-02,Pfizer,23595,140595
04,2021-05-09,Pfizer,35490,211965
04,2021-05-16,Pfizer,41535,248235
04,2021-05-23,Pfizer,47580,284505
04,2021-05-30,Pfizer,53625,320775
04,2021-06-06,Pfizer,62595,374595
04,2021-06-13,Pfizer,70590,422565
04,2021-06-20,Pfizer,79560,476385
04,2021-06-27,Pfizer,89700,537225
04,2021-07-04,Pfizer,99840,598065
04,2021-07-11,Pfizer,104715,627315
04,2021-07-18,Pfizer,109590,656565
04,2021-07-25,Pfizer,114465,685815
04,2021-08-01,Pfizer,119340,715065
04,2021-08-08,Pfizer,124215,744315
04,2021-08-15,Pfizer,129090,773565
04,2021-08-22,Pfizer,138840,832065
04,2021-08-29,Pfizer,148590,890565
04,2021-09-05,Pfizer,158340,949065
04,2021-09-12,Pfizer,163215,978315
